la_name,phase_type_grouping,primary_need,number_of_pupils,pupil_gender_boys,pupil_gender_girls
Brent,State-funded nursery,Other Difficulty/Disability,8,6,2
Brent,State-funded nursery,Physical Disability,3,1,2
Brent,State-funded nursery,Profound & Multiple Learning Difficulty,1,0,1
Brent,State-funded nursery,SEN support but no specialist assessment of type of need,1,1,0
Brent,State-funded nursery,"Social, Emotional and Mental Health",4,4,0
Brent,State-funded nursery,Specific Learning Difficulty,1,1,0
Brent,State-funded nursery,"Speech, Language and Communications needs",73,51,22
Brent,State-funded primary,Autistic Spectrum Disorder,390,294,96
Brent,State-funded primary,Hearing Impairment,63,30,33
Brent,State-funded primary,Moderate Learning Difficulty,548,317,231
Brent,State-funded primary,Multi- Sensory Impairment,14,12,2
Brent,State-funded primary,Other Difficulty/Disability,154,89,65
Brent,State-funded primary,Physical Disability,68,35,33
Brent,State-funded primary,Profound & Multiple Learning Difficulty,10,7,3
Brent,State-funded primary,SEN support but no specialist assessment of type of need,153,90,63
Brent,State-funded primary,Severe Learning Difficulty,9,8,1
Brent,State-funded primary,"Social, Emotional and Mental Health",620,418,202
Brent,State-funded primary,Specific Learning Difficulty,185,106,79
Brent,State-funded primary,"Speech, Language and Communications needs",1627,1139,488
Brent,State-funded primary,Visual Impairment,31,10,21
Brent,State-funded secondary,Autistic Spectrum Disorder,246,192,54
Brent,State-funded secondary,Hearing Impairment,60,39,21
Brent,State-funded secondary,Moderate Learning Difficulty,427,264,163
Brent,State-funded secondary,Multi- Sensory Impairment,10,9,1
Brent,State-funded secondary,Other Difficulty/Disability,201,128,73
Brent,State-funded secondary,Physical Disability,46,26,20
Brent,State-funded secondary,Profound & Multiple Learning Difficulty,2,2,0
Brent,State-funded secondary,SEN support but no specialist assessment of type of need,130,70,60
Brent,State-funded secondary,Severe Learning Difficulty,20,11,9
Brent,State-funded secondary,"Social, Emotional and Mental Health",558,356,202
Brent,State-funded secondary,Specific Learning Difficulty,292,164,128
Brent,State-funded secondary,"Speech, Language and Communications needs",420,309,111
Brent,State-funded secondary,Visual Impairment,32,17,15
Brent,State-funded special school,Autistic Spectrum Disorder,496,398,98
Brent,State-funded special school,Moderate Learning Difficulty,20,8,12
Brent,State-funded special school,Other Difficulty/Disability,53,33,20
Brent,State-funded special school,Physical Disability,7,5,2
Brent,State-funded special school,Profound & Multiple Learning Difficulty,91,54,37
Brent,State-funded special school,Severe Learning Difficulty,111,69,42
Brent,State-funded special school,"Social, Emotional and Mental Health",5,5,0
Brent,State-funded special school,Specific Learning Difficulty,17,6,11
Brent,State-funded special school,"Speech, Language and Communications needs",32,22,10
Brent,State-funded special school,Visual Impairment,4,1,3
Bromley,State-funded AP school,"Social, Emotional and Mental Health",55,37,18
Bromley,State-funded primary,Autistic Spectrum Disorder,365,257,108
Bromley,State-funded primary,Hearing Impairment,63,33,30
Bromley,State-funded primary,Moderate Learning Difficulty,225,131,94
Bromley,State-funded primary,Multi- Sensory Impairment,8,4,4
Bromley,State-funded primary,Other Difficulty/Disability,185,105,80
Bromley,State-funded primary,Physical Disability,89,56,33
Bromley,State-funded primary,Profound & Multiple Learning Difficulty,21,17,4
Bromley,State-funded primary,SEN support but no specialist assessment of type of need,194,122,72
Bromley,State-funded primary,Severe Learning Difficulty,31,21,10
Bromley,State-funded primary,"Social, Emotional and Mental Health",789,533,256
Bromley,State-funded primary,Specific Learning Difficulty,464,249,215
Bromley,State-funded primary,"Speech, Language and Communications needs",1922,1331,591
Bromley,State-funded primary,Visual Impairment,49,31,18
Bromley,State-funded secondary,Autistic Spectrum Disorder,409,298,111
Bromley,State-funded secondary,Hearing Impairment,74,38,36
Bromley,State-funded secondary,Moderate Learning Difficulty,275,201,74
Bromley,State-funded secondary,Multi- Sensory Impairment,3,0,3
Bromley,State-funded secondary,Other Difficulty/Disability,253,115,138
Bromley,State-funded secondary,Physical Disability,92,61,31
Bromley,State-funded secondary,Profound & Multiple Learning Difficulty,2,1,1
Bromley,State-funded secondary,SEN support but no specialist assessment of type of need,86,39,47
Bromley,State-funded secondary,Severe Learning Difficulty,3,1,2
Bromley,State-funded secondary,"Social, Emotional and Mental Health",1032,647,385
Bromley,State-funded secondary,Specific Learning Difficulty,883,459,424
Bromley,State-funded secondary,"Speech, Language and Communications needs",494,301,193
Bromley,State-funded secondary,Visual Impairment,47,32,15
Bromley,State-funded special school,Autistic Spectrum Disorder,91,75,16
Bromley,State-funded special school,Hearing Impairment,4,0,4
Bromley,State-funded special school,Moderate Learning Difficulty,124,69,55
Bromley,State-funded special school,Other Difficulty/Disability,6,2,4
Bromley,State-funded special school,Physical Disability,9,6,3
Bromley,State-funded special school,Profound & Multiple Learning Difficulty,113,76,37
Bromley,State-funded special school,Severe Learning Difficulty,287,197,90
Bromley,State-funded special school,"Social, Emotional and Mental Health",172,149,23
Bromley,State-funded special school,Specific Learning Difficulty,23,11,12
Bromley,State-funded special school,"Speech, Language and Communications needs",34,19,15
Bromley,State-funded special school,Visual Impairment,5,5,0
Camden,State-funded AP school,Autistic Spectrum Disorder,10,10,0
Camden,State-funded AP school,Moderate Learning Difficulty,1,0,1
Camden,State-funded AP school,Multi- Sensory Impairment,1,1,0
Camden,State-funded AP school,Other Difficulty/Disability,2,2,0
Camden,State-funded AP school,Profound & Multiple Learning Difficulty,1,0,1
Camden,State-funded AP school,SEN support but no specialist assessment of type of need,1,1,0
Camden,State-funded AP school,"Social, Emotional and Mental Health",34,23,11
Camden,State-funded AP school,Specific Learning Difficulty,1,0,1
Camden,State-funded AP school,"Speech, Language and Communications needs",5,5,0
Camden,State-funded nursery,Autistic Spectrum Disorder,22,15,7
Camden,State-funded nursery,Other Difficulty/Disability,1,1,0
Camden,State-funded nursery,Physical Disability,1,0,1
Camden,State-funded nursery,Profound & Multiple Learning Difficulty,1,0,1
Camden,State-funded primary,Autistic Spectrum Disorder,320,236,84
Camden,State-funded primary,Hearing Impairment,22,8,14
Camden,State-funded primary,Moderate Learning Difficulty,120,61,59
Camden,State-funded primary,Multi- Sensory Impairment,14,11,3
Camden,State-funded primary,Other Difficulty/Disability,97,55,42
Camden,State-funded primary,Physical Disability,42,27,15
Camden,State-funded primary,Profound & Multiple Learning Difficulty,1,0,1
Camden,State-funded primary,SEN support but no specialist assessment of type of need,99,60,39
Camden,State-funded primary,Severe Learning Difficulty,10,7,3
Camden,State-funded primary,"Social, Emotional and Mental Health",323,212,111
Camden,State-funded primary,Specific Learning Difficulty,169,76,93
Camden,State-funded primary,"Speech, Language and Communications needs",795,533,262
Camden,State-funded primary,Visual Impairment,8,6,2
Camden,State-funded secondary,Autistic Spectrum Disorder,155,118,37
Camden,State-funded secondary,Hearing Impairment,12,5,7
Camden,State-funded secondary,Moderate Learning Difficulty,91,49,42
Camden,State-funded secondary,Multi- Sensory Impairment,11,8,3
Camden,State-funded secondary,Other Difficulty/Disability,61,40,21
Camden,State-funded secondary,Physical Disability,42,18,24
Camden,State-funded secondary,Profound & Multiple Learning Difficulty,1,1,0
Camden,State-funded secondary,SEN support but no specialist assessment of type of need,172,97,75
Camden,State-funded secondary,Severe Learning Difficulty,7,4,3
Camden,State-funded secondary,"Social, Emotional and Mental Health",477,272,205
Camden,State-funded secondary,Specific Learning Difficulty,364,164,200
Camden,State-funded secondary,"Speech, Language and Communications needs",281,195,86
Camden,State-funded secondary,Visual Impairment,8,5,3
Camden,State-funded special school,Autistic Spectrum Disorder,164,130,34
Camden,State-funded special school,Hearing Impairment,38,15,23
Camden,State-funded special school,Moderate Learning Difficulty,8,5,3
Camden,State-funded special school,Physical Disability,4,3,1
Camden,State-funded special school,Profound & Multiple Learning Difficulty,34,21,13
Camden,State-funded special school,Severe Learning Difficulty,54,40,14
Camden,State-funded special school,"Social, Emotional and Mental Health",31,26,5
Camden,State-funded special school,Specific Learning Difficulty,5,4,1
Camden,State-funded special school,"Speech, Language and Communications needs",2,1,1
Croydon,State-funded AP school,Autistic Spectrum Disorder,4,3,1
Croydon,State-funded AP school,Moderate Learning Difficulty,1,1,0
Croydon,State-funded AP school,Other Difficulty/Disability,2,1,1
Croydon,State-funded AP school,"Social, Emotional and Mental Health",72,35,37
Croydon,State-funded AP school,Specific Learning Difficulty,3,3,0
Croydon,State-funded AP school,"Speech, Language and Communications needs",7,2,5
Croydon,State-funded nursery,Autistic Spectrum Disorder,5,2,3
Croydon,State-funded nursery,Other Difficulty/Disability,11,8,3
Croydon,State-funded nursery,Physical Disability,1,1,0
Croydon,State-funded nursery,"Social, Emotional and Mental Health",3,2,1
Croydon,State-funded nursery,Specific Learning Difficulty,1,0,1
Croydon,State-funded nursery,"Speech, Language and Communications needs",33,27,6
Croydon,State-funded primary,Autistic Spectrum Disorder,506,393,113
Croydon,State-funded primary,Hearing Impairment,86,40,46
Croydon,State-funded primary,Moderate Learning Difficulty,418,229,189
Croydon,State-funded primary,Multi- Sensory Impairment,22,13,9
Croydon,State-funded primary,Other Difficulty/Disability,218,132,86
Croydon,State-funded primary,Physical Disability,98,52,46
Croydon,State-funded primary,Profound & Multiple Learning Difficulty,4,4,0
Croydon,State-funded primary,SEN support but no specialist assessment of type of need,302,199,103
Croydon,State-funded primary,Severe Learning Difficulty,17,8,9
Croydon,State-funded primary,"Social, Emotional and Mental Health",838,595,243
Croydon,State-funded primary,Specific Learning Difficulty,353,191,162
Croydon,State-funded primary,"Speech, Language and Communications needs",2067,1468,599
Croydon,State-funded primary,Visual Impairment,45,25,20
Croydon,State-funded secondary,Autistic Spectrum Disorder,477,344,133
Croydon,State-funded secondary,Hearing Impairment,77,32,45
Croydon,State-funded secondary,Moderate Learning Difficulty,357,216,141
Croydon,State-funded secondary,Multi- Sensory Impairment,5,2,3
Croydon,State-funded secondary,Other Difficulty/Disability,227,117,110
Croydon,State-funded secondary,Physical Disability,110,51,59
Croydon,State-funded secondary,Profound & Multiple Learning Difficulty,2,1,1
Croydon,State-funded secondary,SEN support but no specialist assessment of type of need,120,59,61
Croydon,State-funded secondary,Severe Learning Difficulty,8,5,3
Croydon,State-funded secondary,"Social, Emotional and Mental Health",963,581,382
Croydon,State-funded secondary,Specific Learning Difficulty,906,482,424
Croydon,State-funded secondary,"Speech, Language and Communications needs",822,544,278
Croydon,State-funded secondary,Visual Impairment,35,21,14
Croydon,State-funded special school,Autistic Spectrum Disorder,546,445,101
Croydon,State-funded special school,Hearing Impairment,3,1,2
Croydon,State-funded special school,Moderate Learning Difficulty,167,103,64
Croydon,State-funded special school,Other Difficulty/Disability,12,9,3
Croydon,State-funded special school,Physical Disability,1,1,0
Croydon,State-funded special school,Profound & Multiple Learning Difficulty,48,28,20
Croydon,State-funded special school,SEN support but no specialist assessment of type of need,5,5,0
Croydon,State-funded special school,Severe Learning Difficulty,244,156,88
Croydon,State-funded special school,"Social, Emotional and Mental Health",166,144,22
Croydon,State-funded special school,Specific Learning Difficulty,13,11,2
Croydon,State-funded special school,"Speech, Language and Communications needs",97,69,28
Croydon,State-funded special school,Visual Impairment,2,2,0
Ealing,State-funded AP school,Moderate Learning Difficulty,1,1,0
Ealing,State-funded AP school,Other Difficulty/Disability,1,1,0
Ealing,State-funded AP school,SEN support but no specialist assessment of type of need,3,3,0
Ealing,State-funded AP school,"Social, Emotional and Mental Health",54,37,17
Ealing,State-funded AP school,"Speech, Language and Communications needs",1,1,0
Ealing,State-funded nursery,Autistic Spectrum Disorder,9,8,1
Ealing,State-funded nursery,Moderate Learning Difficulty,3,2,1
Ealing,State-funded nursery,Other Difficulty/Disability,1,1,0
Ealing,State-funded nursery,Physical Disability,1,1,0
Ealing,State-funded nursery,Profound & Multiple Learning Difficulty,4,3,1
Ealing,State-funded nursery,Severe Learning Difficulty,1,0,1
Ealing,State-funded nursery,"Social, Emotional and Mental Health",3,2,1
Ealing,State-funded nursery,Specific Learning Difficulty,4,3,1
Ealing,State-funded nursery,"Speech, Language and Communications needs",97,69,28
Ealing,State-funded primary,Autistic Spectrum Disorder,381,297,84
Ealing,State-funded primary,Hearing Impairment,56,27,29
Ealing,State-funded primary,Moderate Learning Difficulty,393,243,150
Ealing,State-funded primary,Multi- Sensory Impairment,7,6,1
Ealing,State-funded primary,Other Difficulty/Disability,155,93,62
Ealing,State-funded primary,Physical Disability,71,46,25
Ealing,State-funded primary,Profound & Multiple Learning Difficulty,4,2,2
Ealing,State-funded primary,SEN support but no specialist assessment of type of need,231,148,83
Ealing,State-funded primary,Severe Learning Difficulty,20,13,7
Ealing,State-funded primary,"Social, Emotional and Mental Health",520,347,173
Ealing,State-funded primary,Specific Learning Difficulty,163,90,73
Ealing,State-funded primary,"Speech, Language and Communications needs",2434,1714,720
Ealing,State-funded primary,Visual Impairment,18,11,7
Ealing,State-funded secondary,Autistic Spectrum Disorder,283,249,34
Ealing,State-funded secondary,Hearing Impairment,45,25,20
Ealing,State-funded secondary,Moderate Learning Difficulty,504,268,236
Ealing,State-funded secondary,Multi- Sensory Impairment,6,4,2
Ealing,State-funded secondary,Other Difficulty/Disability,61,30,31
Ealing,State-funded secondary,Physical Disability,69,39,30
Ealing,State-funded secondary,SEN support but no specialist assessment of type of need,92,46,46
Ealing,State-funded secondary,Severe Learning Difficulty,2,1,1
Ealing,State-funded secondary,"Social, Emotional and Mental Health",583,368,215
Ealing,State-funded secondary,Specific Learning Difficulty,348,211,137
Ealing,State-funded secondary,"Speech, Language and Communications needs",739,509,230
Ealing,State-funded secondary,Visual Impairment,28,14,14
Ealing,State-funded special school,Autistic Spectrum Disorder,223,180,43
Ealing,State-funded special school,Hearing Impairment,2,1,1
Ealing,State-funded special school,Moderate Learning Difficulty,188,124,64
Ealing,State-funded special school,Multi- Sensory Impairment,2,2,0
Ealing,State-funded special school,Other Difficulty/Disability,1,1,0
Ealing,State-funded special school,Physical Disability,19,8,11
Ealing,State-funded special school,Profound & Multiple Learning Difficulty,83,46,37
Ealing,State-funded special school,Severe Learning Difficulty,387,284,103
Ealing,State-funded special school,"Social, Emotional and Mental Health",10,10,0
Ealing,State-funded special school,Specific Learning Difficulty,7,4,3
Ealing,State-funded special school,"Speech, Language and Communications needs",29,26,3
Enfield,State-funded AP school,"Social, Emotional and Mental Health",26,22,4
Enfield,State-funded AP school,Specific Learning Difficulty,1,1,0
Enfield,State-funded AP school,"Speech, Language and Communications needs",4,4,0
Enfield,State-funded primary,Autistic Spectrum Disorder,825,649,176
Enfield,State-funded primary,Hearing Impairment,65,36,29
Enfield,State-funded primary,Moderate Learning Difficulty,368,210,158
Enfield,State-funded primary,Multi- Sensory Impairment,3,1,2
Enfield,State-funded primary,Other Difficulty/Disability,82,45,37
Enfield,State-funded primary,Physical Disability,57,32,25
Enfield,State-funded primary,Profound & Multiple Learning Difficulty,4,3,1
Enfield,State-funded primary,SEN support but no specialist assessment of type of need,178,99,79
Enfield,State-funded primary,Severe Learning Difficulty,24,14,10
Enfield,State-funded primary,"Social, Emotional and Mental Health",769,528,241
Enfield,State-funded primary,Specific Learning Difficulty,342,193,149
Enfield,State-funded primary,"Speech, Language and Communications needs",1762,1268,494
Enfield,State-funded primary,Visual Impairment,28,16,12
Enfield,State-funded secondary,Autistic Spectrum Disorder,247,189,58
Enfield,State-funded secondary,Hearing Impairment,58,34,24
Enfield,State-funded secondary,Moderate Learning Difficulty,1000,548,452
Enfield,State-funded secondary,Multi- Sensory Impairment,2,2,0
Enfield,State-funded secondary,Other Difficulty/Disability,139,102,37
Enfield,State-funded secondary,Physical Disability,67,43,24
Enfield,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
Enfield,State-funded secondary,SEN support but no specialist assessment of type of need,90,54,36
Enfield,State-funded secondary,Severe Learning Difficulty,8,4,4
Enfield,State-funded secondary,"Social, Emotional and Mental Health",742,425,317
Enfield,State-funded secondary,Specific Learning Difficulty,469,244,225
Enfield,State-funded secondary,"Speech, Language and Communications needs",648,421,227
Enfield,State-funded secondary,Visual Impairment,26,9,17
Enfield,State-funded special school,Autistic Spectrum Disorder,343,267,76
Enfield,State-funded special school,Hearing Impairment,1,1,0
Enfield,State-funded special school,Moderate Learning Difficulty,163,107,56
Enfield,State-funded special school,Multi- Sensory Impairment,3,1,2
Enfield,State-funded special school,Other Difficulty/Disability,9,5,4
Enfield,State-funded special school,Physical Disability,31,16,15
Enfield,State-funded special school,Profound & Multiple Learning Difficulty,53,30,23
Enfield,State-funded special school,Severe Learning Difficulty,93,57,36
Enfield,State-funded special school,"Social, Emotional and Mental Health",147,112,34
Enfield,State-funded special school,Specific Learning Difficulty,5,2,3
Enfield,State-funded special school,"Speech, Language and Communications needs",320,246,74
Enfield,State-funded special school,Visual Impairment,2,1,1
Greenwich,State-funded AP school,Autistic Spectrum Disorder,48,34,14
Greenwich,State-funded AP school,"Social, Emotional and Mental Health",109,62,47
Greenwich,State-funded AP school,Specific Learning Difficulty,8,5,3
Greenwich,State-funded nursery,Autistic Spectrum Disorder,1,1,0
Greenwich,State-funded nursery,Hearing Impairment,2,1,1
Greenwich,State-funded nursery,Moderate Learning Difficulty,1,1,0
Greenwich,State-funded nursery,Other Difficulty/Disability,9,8,1
Greenwich,State-funded nursery,Physical Disability,1,0,1
Greenwich,State-funded nursery,Profound & Multiple Learning Difficulty,1,0,1
Greenwich,State-funded nursery,"Social, Emotional and Mental Health",10,7,3
Greenwich,State-funded nursery,Specific Learning Difficulty,1,1,0
Greenwich,State-funded nursery,"Speech, Language and Communications needs",107,63,44
Greenwich,State-funded primary,Autistic Spectrum Disorder,642,490,152
Greenwich,State-funded primary,Hearing Impairment,54,30,24
Greenwich,State-funded primary,Moderate Learning Difficulty,279,151,128
Greenwich,State-funded primary,Multi- Sensory Impairment,10,7,3
Greenwich,State-funded primary,Other Difficulty/Disability,153,99,54
Greenwich,State-funded primary,Physical Disability,82,45,37
Greenwich,State-funded primary,Profound & Multiple Learning Difficulty,12,7,5
Greenwich,State-funded primary,SEN support but no specialist assessment of type of need,161,110,51
Greenwich,State-funded primary,Severe Learning Difficulty,10,4,6
Greenwich,State-funded primary,"Social, Emotional and Mental Health",656,465,191
Greenwich,State-funded primary,Specific Learning Difficulty,260,133,127
Greenwich,State-funded primary,"Speech, Language and Communications needs",2425,1653,772
Greenwich,State-funded primary,Visual Impairment,27,13,14
Greenwich,State-funded secondary,Autistic Spectrum Disorder,574,434,140
Greenwich,State-funded secondary,Hearing Impairment,48,25,23
Greenwich,State-funded secondary,Moderate Learning Difficulty,195,120,75
Greenwich,State-funded secondary,Multi- Sensory Impairment,3,3,0
Greenwich,State-funded secondary,Other Difficulty/Disability,191,124,67
Greenwich,State-funded secondary,Physical Disability,68,35,33
Greenwich,State-funded secondary,Profound & Multiple Learning Difficulty,26,21,5
Greenwich,State-funded secondary,SEN support but no specialist assessment of type of need,103,53,50
Greenwich,State-funded secondary,Severe Learning Difficulty,11,7,4
Greenwich,State-funded secondary,"Social, Emotional and Mental Health",689,436,253
Greenwich,State-funded secondary,Specific Learning Difficulty,659,302,357
Greenwich,State-funded secondary,"Speech, Language and Communications needs",545,371,174
Greenwich,State-funded secondary,Visual Impairment,29,21,8
Greenwich,State-funded special school,Autistic Spectrum Disorder,302,242,60
Greenwich,State-funded special school,Moderate Learning Difficulty,5,4,1
Greenwich,State-funded special school,Other Difficulty/Disability,40,19,21
Greenwich,State-funded special school,Physical Disability,7,4,3
Greenwich,State-funded special school,Profound & Multiple Learning Difficulty,75,46,29
Greenwich,State-funded special school,Severe Learning Difficulty,27,15,12
Greenwich,State-funded special school,"Social, Emotional and Mental Health",68,63,5
Greenwich,State-funded special school,Specific Learning Difficulty,8,5,3
Greenwich,State-funded special school,"Speech, Language and Communications needs",29,20,9
Greenwich,State-funded special school,Visual Impairment,3,1,2
Hackney,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Hackney,State-funded AP school,SEN support but no specialist assessment of type of need,27,21,6
Hackney,State-funded AP school,"Social, Emotional and Mental Health",12,11,1
Hackney,State-funded AP school,"Speech, Language and Communications needs",2,2,0
Hackney,State-funded nursery,Autistic Spectrum Disorder,10,9,1
Hackney,State-funded nursery,Hearing Impairment,1,0,1
Hackney,State-funded nursery,Other Difficulty/Disability,2,2,0
Hackney,State-funded nursery,SEN support but no specialist assessment of type of need,1,0,1
Hackney,State-funded nursery,Severe Learning Difficulty,1,0,1
Hackney,State-funded nursery,Specific Learning Difficulty,1,1,0
Hackney,State-funded nursery,"Speech, Language and Communications needs",28,16,12
Hackney,State-funded primary,Autistic Spectrum Disorder,488,372,116
Hackney,State-funded primary,Hearing Impairment,32,11,21
Hackney,State-funded primary,Moderate Learning Difficulty,384,214,170
Hackney,State-funded primary,Multi- Sensory Impairment,3,3,0
Hackney,State-funded primary,Other Difficulty/Disability,124,77,47
Hackney,State-funded primary,Physical Disability,50,30,20
Hackney,State-funded primary,Profound & Multiple Learning Difficulty,13,7,6
Hackney,State-funded primary,SEN support but no specialist assessment of type of need,93,52,41
Hackney,State-funded primary,Severe Learning Difficulty,24,13,11
Hackney,State-funded primary,"Social, Emotional and Mental Health",533,371,162
Hackney,State-funded primary,Specific Learning Difficulty,164,82,82
Hackney,State-funded primary,"Speech, Language and Communications needs",1737,1175,562
Hackney,State-funded primary,Visual Impairment,11,4,7
Hackney,State-funded secondary,Autistic Spectrum Disorder,321,237,84
Hackney,State-funded secondary,Hearing Impairment,55,25,30
Hackney,State-funded secondary,Moderate Learning Difficulty,426,229,197
Hackney,State-funded secondary,Multi- Sensory Impairment,2,1,1
Hackney,State-funded secondary,Other Difficulty/Disability,189,116,73
Hackney,State-funded secondary,Physical Disability,32,15,17
Hackney,State-funded secondary,Profound & Multiple Learning Difficulty,3,2,1
Hackney,State-funded secondary,SEN support but no specialist assessment of type of need,74,28,46
Hackney,State-funded secondary,Severe Learning Difficulty,13,9,4
Hackney,State-funded secondary,"Social, Emotional and Mental Health",635,398,237
Hackney,State-funded secondary,Specific Learning Difficulty,281,143,138
Hackney,State-funded secondary,"Speech, Language and Communications needs",619,398,221
Hackney,State-funded secondary,Visual Impairment,20,11,9
Hackney,State-funded special school,Autistic Spectrum Disorder,278,232,46
Hackney,State-funded special school,Hearing Impairment,2,1,1
Hackney,State-funded special school,Moderate Learning Difficulty,26,18,8
Hackney,State-funded special school,Other Difficulty/Disability,2,2,0
Hackney,State-funded special school,Physical Disability,1,0,1
Hackney,State-funded special school,Profound & Multiple Learning Difficulty,48,29,19
Hackney,State-funded special school,Severe Learning Difficulty,45,25,20
Hackney,State-funded special school,"Social, Emotional and Mental Health",2,2,0
Hackney,State-funded special school,Specific Learning Difficulty,9,8,1
Hackney,State-funded special school,"Speech, Language and Communications needs",63,40,23
Hackney,State-funded special school,Visual Impairment,1,1,0
Hammersmith and Fulham,Non-maintained special school,Moderate Learning Difficulty,9,6,3
Hammersmith and Fulham,Non-maintained special school,Other Difficulty/Disability,1,0,1
Hammersmith and Fulham,Non-maintained special school,Profound & Multiple Learning Difficulty,1,0,1
Hammersmith and Fulham,Non-maintained special school,Severe Learning Difficulty,4,2,2
Hammersmith and Fulham,Non-maintained special school,Specific Learning Difficulty,2,0,2
Hammersmith and Fulham,Non-maintained special school,"Speech, Language and Communications needs",36,22,14
Hammersmith and Fulham,State-funded AP school,Autistic Spectrum Disorder,6,4,2
Hammersmith and Fulham,State-funded AP school,Severe Learning Difficulty,1,0,1
Hammersmith and Fulham,State-funded AP school,"Social, Emotional and Mental Health",51,33,18
Hammersmith and Fulham,State-funded AP school,Specific Learning Difficulty,2,1,1
Hammersmith and Fulham,State-funded AP school,"Speech, Language and Communications needs",2,2,0
Hammersmith and Fulham,State-funded nursery,Autistic Spectrum Disorder,10,4,6
Hammersmith and Fulham,State-funded nursery,Hearing Impairment,1,1,0
Hammersmith and Fulham,State-funded nursery,Moderate Learning Difficulty,1,0,1
Hammersmith and Fulham,State-funded nursery,Other Difficulty/Disability,1,1,0
Hammersmith and Fulham,State-funded nursery,Profound & Multiple Learning Difficulty,1,0,1
Hammersmith and Fulham,State-funded nursery,Severe Learning Difficulty,3,3,0
Hammersmith and Fulham,State-funded nursery,"Speech, Language and Communications needs",58,38,20
Hammersmith and Fulham,State-funded primary,Autistic Spectrum Disorder,244,185,59
Hammersmith and Fulham,State-funded primary,Hearing Impairment,17,9,8
Hammersmith and Fulham,State-funded primary,Moderate Learning Difficulty,130,64,66
Hammersmith and Fulham,State-funded primary,Multi- Sensory Impairment,2,1,1
Hammersmith and Fulham,State-funded primary,Other Difficulty/Disability,51,37,14
Hammersmith and Fulham,State-funded primary,Physical Disability,29,15,14
Hammersmith and Fulham,State-funded primary,Profound & Multiple Learning Difficulty,1,1,0
Hammersmith and Fulham,State-funded primary,SEN support but no specialist assessment of type of need,73,42,31
Hammersmith and Fulham,State-funded primary,Severe Learning Difficulty,6,4,2
Hammersmith and Fulham,State-funded primary,"Social, Emotional and Mental Health",214,136,78
Hammersmith and Fulham,State-funded primary,Specific Learning Difficulty,92,40,52
Hammersmith and Fulham,State-funded primary,"Speech, Language and Communications needs",703,476,227
Hammersmith and Fulham,State-funded primary,Visual Impairment,7,4,3
Hammersmith and Fulham,State-funded secondary,Autistic Spectrum Disorder,136,94,42
Hammersmith and Fulham,State-funded secondary,Hearing Impairment,26,15,11
Hammersmith and Fulham,State-funded secondary,Moderate Learning Difficulty,102,62,40
Hammersmith and Fulham,State-funded secondary,Multi- Sensory Impairment,5,2,3
Hammersmith and Fulham,State-funded secondary,Other Difficulty/Disability,59,27,32
Hammersmith and Fulham,State-funded secondary,Physical Disability,32,16,16
Hammersmith and Fulham,State-funded secondary,SEN support but no specialist assessment of type of need,58,20,38
Hammersmith and Fulham,State-funded secondary,Severe Learning Difficulty,7,2,5
Hammersmith and Fulham,State-funded secondary,"Social, Emotional and Mental Health",223,146,77
Hammersmith and Fulham,State-funded secondary,Specific Learning Difficulty,319,135,184
Hammersmith and Fulham,State-funded secondary,"Speech, Language and Communications needs",257,162,95
Hammersmith and Fulham,State-funded secondary,Visual Impairment,11,6,5
Hammersmith and Fulham,State-funded special school,Autistic Spectrum Disorder,314,259,55
Hammersmith and Fulham,State-funded special school,Hearing Impairment,4,2,2
Hammersmith and Fulham,State-funded special school,Moderate Learning Difficulty,52,34,18
Hammersmith and Fulham,State-funded special school,Other Difficulty/Disability,41,28,13
Hammersmith and Fulham,State-funded special school,Physical Disability,9,7,2
Hammersmith and Fulham,State-funded special school,Profound & Multiple Learning Difficulty,34,14,20
Hammersmith and Fulham,State-funded special school,Severe Learning Difficulty,27,16,11
Hammersmith and Fulham,State-funded special school,"Social, Emotional and Mental Health",28,23,5
Hammersmith and Fulham,State-funded special school,Specific Learning Difficulty,5,3,2
Hammersmith and Fulham,State-funded special school,"Speech, Language and Communications needs",47,32,15
Hammersmith and Fulham,State-funded special school,Visual Impairment,3,2,1
Haringey,Non-maintained special school,Autistic Spectrum Disorder,100,85,15
Haringey,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Haringey,State-funded AP school,Hearing Impairment,1,1,0
Haringey,State-funded AP school,Moderate Learning Difficulty,1,1,0
Haringey,State-funded AP school,Other Difficulty/Disability,1,1,0
Haringey,State-funded AP school,SEN support but no specialist assessment of type of need,23,10,13
Haringey,State-funded AP school,"Social, Emotional and Mental Health",18,11,7
Haringey,State-funded AP school,Specific Learning Difficulty,4,3,1
Haringey,State-funded AP school,"Speech, Language and Communications needs",1,1,0
Haringey,State-funded nursery,Autistic Spectrum Disorder,6,4,2
Haringey,State-funded nursery,Hearing Impairment,2,0,2
Haringey,State-funded nursery,Other Difficulty/Disability,1,1,0
Haringey,State-funded nursery,Physical Disability,3,1,2
Haringey,State-funded nursery,"Social, Emotional and Mental Health",1,0,1
Haringey,State-funded nursery,Specific Learning Difficulty,1,0,1
Haringey,State-funded nursery,"Speech, Language and Communications needs",76,49,27
